subj_idx,stim,rt,response,rulert
4, XFLP,0.68511,1,1.0188
4, XSEP,0.88533,1,0.73508
4, YFLP,0.56825,1,1.0022
4, XSNP,1.169,1,0.96889
4, YFNP,0.58474,1,1.1524
4, XSLP,1.5362,1,0.90211
4, XSEP,0.95203,1,0.83542
4, YFNP,0.6184,1,0.9521
4, XFEP,0.61814,1,0.88537
4, YFLP,0.61828,1,1.119
4, XSEP,1.0688,1,0.78516
4, YFNP,0.50127,1,0.95207
4, YFLP,0.65158,1,1.2693
4, YSEP,0.90193,1,0.81852
4, XSNP,1.0188,1,0.75186
4, YFLP,0.50148,1,0.95199
4, XSEP,0.86858,1,0.60165
4, YSNP,0.71837,1,0.86859
4, YSLP,0.63492,1,0.63489
4, XFNP,0.76836,1,0.96882
4, YSEP,0.85185,1,0.68498
4, YSLP,0.6516,1,0.80186
4, YFEP,0.60163,1,1.0523
4, YSNP,0.66829,1,0.81865
4, YSLP,0.65159,1,0.88538
4, YFLP,0.70176,1,1.0189
4, YSEP,0.55134,1,0.75186
4, XFNP,0.86866,1,0.93544
4, XFLP,0.70166,1,0.91873
4, XSNP,0.90191,1,0.91875
4, XSEP,0.85179,1,0.71845
4, XSLP,1.4694,1,1.2024
4, XSNP,1.1189,1,0.86855
4, YFEP,0.66823,1,0.86874
4, XSEP,0.93521,1,0.71842
4, YSLP,1.2692,1,0.73528
4, YFNP,0.5849,1,1.0356
4, YFNP,0.50139,1,0.71841
4, XFLP,0.53484,1,0.98534
4, YFEP,0.61827,1,0.76836
4, XFEP,0.73513,1,0.81863
4, YSLP,0.70165,1,0.78529
4, YFNP,0.53476,1,0.76865
4, YFNP,0.50131,1,0.83528
4, YSLP,0.98539,1,0.98544
4, XFEP,1.1855,1,0.83517
4, XFLV,0.80178,1,1.6199
4, XSNV,1.5527,1,1.1526
4, YFEV,0.83522,1,1.0689
4, XSEV,1.3192,1,0.75186
4, XSLV,1.0187,1,0.90201
4, YFNV,0.50135,1,0.91869
4, YFEV,0.60151,1,1.3025
4, YSLV,0.85187,1,0.86866
4, YSNV,1.2525,1,0.90201
4, XSNV,0.93525,1,1.1691
4, XFEV,1.0522,1,1.0189
4, YSLV,0.68494,1,1.1524
4, YSEV,0.61812,1,0.66835
4, YFNV,0.56812,1,0.7853
4, YSLV,1.2525,1,0.63497
4, YFLV,0.5514,1,0.76852
4, XFNV,1.1355,1,1.1023
4, YFEV,0.53475,1,0.66834
4, XSEV,0.85186,1,0.73513
4, XFNV,0.61816,1,0.75192
4, YFLV,1.1188,1,0.90213
4, XSEV,1.169,1,1.4862
4, YSNV,0.76838,1,1.0856
4, XFLV,0.61815,1,0.9188
4, XSEV,0.81846,1,0.86865
4, XSNV,0.80189,1,0.75179
4, XFLV,0.55144,1,0.95212
4, YSNV,0.68506,1,1.2359
4, YSLV,0.80179,1,0.83538
4, XSEV,0.98542,1,0.88526
4, YSLV,0.65164,1,0.91866
4, XFNV,0.56819,1,0.7185
4, XFEV,1.0521,1,0.60156
4, YFNV,0.5014,1,1.0188
4, XFLV,0.61813,1,0.83527
4, YSEV,0.6349,1,0.8854
4, YFNV,0.70163,1,1.0689
4, XSEV,1.3525,1,0.66842
4, YSLV,0.56819,1,0.88548
4, YSNV,0.7517,1,0.96881
4, YFLV,0.50138,1,1.0022
4, YSEV,0.68503,1,0.6851
4, XFLV,0.6015,1,1.0189
4, YFEV,0.50144,1,0.71843
4, YFNV,0.50146,1,0.83523
4, YFEV,0.66842,1,0.76846
4, YSNV,0.56815,1,0.90212
4, XFLV,0.51806,1,0.70176
4, YSNV,0.60155,1,0.83526
4, XFLV,0.73505,1,0.96869
4, XFEV,0.80183,1,0.63512
4, XFEV,0.70182,1,0.73523
4, XFNV,0.76834,1,0.76854
4, XSLV,1.0021,1,0.98542
4, XSEV,0.90196,1,0.81859
4, YFNV,0.50138,1,0.83531
4, XSLV,0.85178,1,1.3359
4, YFEV,0.66827,1,0.95207
4, YSNV,0.96872,1,1.0355
4, YSLV,0.81846,1,1.0857
4, XSEP,1.0021,1,1.9371
4, YSNP,0.6015,1,0.96889
4, XSLP,0.90186,1,0.88538
4, XFLP,0.66831,1,0.68522
4, YFEP,1.1189,1,0.71853
4, YSNP,0.60153,1,0.90201
4, YSEP,0.78507,1,0.78529
4, YSNP,0.6181,1,1.1358
4, YFLP,1.2357,1,0.6851
4, YFLP,0.50142,1,0.71843
4, XSNP,0.75177,1,0.81856
4, YSEP,0.61823,1,0.71843
4, XFLP,0.96868,1,0.71857
4, XFNP,1.0688,0,0.71841
4, XFEP,0.86856,1,0.83544
4, YFEP,0.58486,1,0.66841
4, YFLP,0.50133,1,0.91892
4, XSNP,0.93525,1,1.119
4, YSNP,1.0689,1,0.96882
4, YSEP,0.65158,1,0.90217
4, YSLP,0.61821,1,0.66838
4, XFEP,0.68503,1,0.75185
4, YSNP,0.65159,1,0.71837
4, XFLP,0.60151,1,0.95206
4, XFEP,0.58478,1,0.902
4, YSNP,0.70167,1,1.1357
4, YSLP,0.58485,1,0.66835
4, XSEP,1.5194,1,0.88537
4, XSNP,1.0187,1,0.51821
4, YSLP,0.93523,1,0.6851
4, YSEP,0.91863,1,0.73508
4, YSLP,0.60151,1,1.386
4, YFNP,0.53477,1,1.1357
4, XSNP,0.96856,1,0.65169
4, XFEP,1.4694,1,0.76853
4, YSLP,0.68499,1,0.73516
4, YFLP,0.50145,1,0.78518
4, YSNP,0.76842,1,0.7185
4, XFEP,0.78508,1,0.61836
4, XFEP,0.66822,1,0.53483
4, XFNP,2.1537,1,1.0022
4, XFLP,0.5013,1,1.0856
4, YFLP,1.0353,1,0.95212
4, XSNP,1.3525,1,0.9856
4, YFEP,0.55147,1,0.68501
4, XSLP,0.78523,1,1.1357
4, XSEP,0.80185,1,0.65171
4, XSNP,0.91859,1,0.65171
4, XFEP,0.53476,1,0.91873
4, XFNP,0.61817,1,0.68514
4, XFLP,0.51809,1,0.86857
4, XFNP,0.58481,1,0.75182
4, YFLP,0.50133,1,0.66835
4, XSEP,0.86851,1,0.85194
4, XFLP,0.68486,1,0.78518
4, YFNP,0.50152,1,0.56815
4, YFEP,0.65166,1,0.63508
4, XSLP,0.70163,1,0.86876
4, XSEP,1.002,1,1.1524
4, XFNP,0.51808,1,1.0356
5, XFLV,1.0354,1,2.104
5, XFEV,1.1189,1,2.0869
5, XSNV,1.3525,1,2.0204
5, XFLV,1.3025,1,1.6029
5, YSNV,0.91854,1,1.4361
5, YFEV,0.83513,1,2.0368
5, XSLV,1.0687,0,1.0023
5, YSNV,0.93531,1,1.0857
5, YSEV,2.237,1,1.6697
5, YSEV,0.85181,1,2.2038
5, YFLV,0.88523,1,1.069
5, XFNV,1.2357,1,1.1525
5, YFLV,0.95206,1,1.0355
5, YSNV,0.90191,1,1.3193
5, YFEV,0.90188,1,1.6863
5, XSEV,1.2023,1,2.3208
5, XFNV,0.98539,1,1.0022
5, YFLV,1.002,1,0.93533
5, XSLV,1.3192,1,1.3192
5, XSEV,1.4194,1,1.8032
5, XSNV,1.0854,1,1.1358
5, XSNV,1.1021,1,1.1691
5, XFLV,0.88515,1,0.9688
5, YSEV,1.3024,1,2.0369
5, YSLV,0.90187,1,1.2358
5, XFNV,0.66822,1,0.95201
5, XSEV,1.2524,1,1.486
5, XSNV,1.119,1,1.4027
5, YFEV,0.71837,1,1.7364
5, YSLV,1.1355,1,1.1857
5, XSEV,1.4194,1,1.7032
5, YSLV,0.86853,1,1.0856
5, YFNV,0.61823,1,1.1523
5, XFNV,0.93538,1,1.0189
5, XFEV,0.7685,1,1.6531
5, YSLV,1.1356,1,1.2024
5, XFEV,1.6529,1,1.1023
5, YFLV,0.6682,1,1.0189
5, XSNV,1.0856,1,1.3359
5, XSLV,1.5694,1,1.0022
5, XFEV,1.2358,1,1.5529
5, YSNV,0.88518,1,1.3694
5, XFNV,1.3191,1,1.553
5, YSEV,1.6362,0,1.3193
5, YFLV,0.80188,1,1.4528
5, YFNV,0.65166,1,0.95207
5, YSEV,0.96873,1,1.4027
5, XFLV,0.86855,1,1.4861
5, XSNV,1.1023,1,1.5029
5, XSLV,1.4527,1,1.4694
5, YFEV,0.8185,1,1.5362
5, YFLV,0.61823,1,1.1524
5, XFEV,0.76843,1,1.2525
5, XSNV,0.96861,1,1.5194
5, XSLV,1.3191,1,1.2526
5, XFNV,0.88522,1,1.3359
5, YSEV,0.81842,1,1.3192
5, XFNV,1.1856,1,1.2025
5, XFEV,0.65153,1,1.1525
5, YFLV,0.53472,1,1.1022
5, YFLP,1.0021,1,1.186
5, YFNP,0.75174,1,0.902
5, XFEP,0.952,1,1.2526
5, YSNP,0.93527,1,1.0691
5, XSEP,0.95208,1,2.0201
5, YFLP,0.75167,1,0.85191
5, YSNP,0.78496,1,1.0856
5, YSLP,0.8018,1,1.4028
5, XFEP,0.88533,1,1.5695
5, XSEP,0.86855,1,1.4694
5, YFLP,0.83512,1,1.1357
5, YFNP,0.68499,1,1.1524
5, XFEP,0.71845,1,1.6697
5, XSLP,0.81858,1,1.2526
5, XFNP,0.76848,1,0.95206
5, YFNP,0.55148,1,1.3693
5, XSEP,0.86847,1,1.8868
5, YFLP,0.70165,1,1.1525
5, XFLP,0.68496,1,1.0856
5, YFEP,0.91856,1,1.1523
5, XFNP,0.60144,1,1.2025
5, XSLP,0.85182,1,0.98552
5, XSNP,1.2357,1,1.4529
5, YSEP,1.4025,1,1.7534
5, XSNP,0.71821,1,1.3527
5, YSLP,0.85185,1,1.169
5, YSEP,0.80168,1,1.5029
5, XSNP,0.9853,1,1.0523
5, YFLP,0.66838,1,1.1858
5, XFEP,0.518,1,1.2024
5, XSLP,1.0855,1,1.9034
5, YSNP,1.219,1,1.0856
5, XSEP,1.219,1,1.5196
5, XFEP,0.60142,1,1.87
5, XFLP,0.65159,1,1.2525
5, XFNP,0.61833,1,1.0187
5, YSLP,0.70168,1,1.2192
5, XSEP,1.0022,1,1.3693
5, YSNP,0.83511,1,1.336
5, YSNP,1.1021,1,1.5362
5, YSLP,0.66834,1,0.9356
5, XFEP,0.95205,1,1.7699
5, XFNP,0.88524,1,0.86868
5, YSLP,0.73512,1,0.91866
5, XFEP,1.1522,1,1.4361
5, XFEP,0.85187,1,1.7199
5, YSNP,1.2357,1,1.3192
5, XSLP,1.6029,1,1.0856
5, XFNP,0.56829,1,1.4193
5, YSEP,0.90192,1,1.6029
5, YFLP,0.60149,1,1.0355
5, XSNP,1.219,1,1.0021
5, YFLP,0.58489,1,0.96876
5, XSEP,1.0688,1,1.92
5, YSNP,1.0353,1,1.1357
5, YSLP,0.68497,1,1.0022
5, XFEP,0.635,1,1.3193
5, YFNP,0.75172,1,1.2192
5, YFLP,0.80177,1,0.96876
5, YFEP,0.75161,1,1.4194
5, YFLV,0.85195,1,1.6367
5, YSNV,0.81857,1,1.1359
5, XFEV,1.0522,1,1.436
5, YFLV,0.71845,1,1.0355
5, XFEV,1.0521,1,1.5028
5, YSNV,1.3192,1,1.2692
5, XFLV,0.90199,1,1.2024
5, YFNV,0.80181,1,1.4527
5, XFEV,0.95201,1,1.8534
5, YSLV,0.76852,1,1.5196
5, YSNV,0.9687,1,1.4863
5, XFEV,1.0688,1,1.4527
5, XFNV,0.66822,1,1.2024
5, XFLV,0.75179,1,1.3192
5, YSEV,0.93528,1,1.4028
5, XSNV,1.1356,1,1.4529
5, XFEV,0.56818,1,1.6531
5, YSLV,0.8352,1,1.7198
5, YSLV,0.58484,1,1.386
5, XFNV,0.66817,1,1.4862
5, YSEV,0.71837,1,1.9532
5, YSEV,0.9354,1,1.7031
5, XFNV,0.68497,1,1.5197
5, XSLV,0.9687,1,1.1191
5, XFEV,0.75166,1,1.8033
5, YFNV,0.96869,1,1.0689
5, XFLV,0.56817,1,0.95218
5, YFEV,0.8519,1,1.6698
5, XSNV,1.2524,1,1.7866
5, XSLV,0.88521,1,1.4194
5, XFLV,0.70158,1,2.2038
5, YSNV,1.1523,1,2.0869
5, XSEV,0.80176,1,1.7532
5, YSEV,1.1523,1,1.8032
5, XSNV,1.219,1,1.1858
5, YFLV,0.51805,1,0.96868
5, XSEV,0.8018,1,1.3192
5, XSLV,1.0354,1,1.7366
5, YFNV,0.55146,1,0.96872
5, YSLV,0.7851,1,1.4194
5, YSNV,0.78512,1,1.2524
5, XSEV,0.91869,1,2.1371
5, XSNV,1.0522,1,1.3359
5, YFEV,0.76837,1,1.0188
5, YFLV,0.61826,1,1.3524
5, XSLV,0.86855,1,1.4361
5, YFNV,0.66819,1,1.1523
5, YSEV,0.83515,1,1.6196
5, YSEV,0.85182,1,1.2025
5, XSNV,1.0188,1,1.1022
5, YFLV,0.71845,1,1.2359
5, XFEV,0.68496,1,1.9703
5, XFNV,0.61827,1,1.336
5, XFLV,0.61814,1,0.90213
5, YSLV,0.66844,1,1.0689
5, YSNV,0.63491,1,2.0535
5, XSEV,0.852,1,1.5194
5, YFLV,0.68495,1,1.0355
5, YFEV,0.6349,1,1.2693
5, XFNV,0.60163,1,1.0356
5, YFEP,0.65162,1,2.4044
5, YSLP,0.7685,1,1.1191
5, XSNP,0.90191,1,1.0021
5, XSEP,1.0688,1,1.336
5, XFNP,0.61831,1,1.1356
5, YFLP,0.71827,1,1.4195
5, YSNP,0.80187,1,1.2525
5, YSEP,0.71825,1,1.2692
5, XFLP,1.2024,1,1.0189
5, YFNP,0.63496,1,1.1191
5, XFEP,1.0187,1,1.1357
5, YSLP,0.70166,1,1.4863
5, XSLP,0.78518,1,1.87
5, XFNP,0.63489,1,0.7352
5, YSEP,0.76838,1,1.3027
5, YFEP,0.61821,1,1.3692
5, YSLP,1.1188,1,1.2524
5, YSNP,0.68508,1,1.87
5, YSLP,1.0021,1,1.3527
5, XSEP,1.0687,1,2.3372
5, YSNP,1.0688,1,1.2692
5, YSLP,0.68497,1,1.2858
5, XFEP,0.70173,1,1.286
5, XFNP,0.50132,1,1.1691
5, YFEP,0.76851,1,1.1022
5, XFLP,0.5013,1,1.1189
5, XFNP,0.53475,1,1.0857
5, YFNP,0.63487,1,1.169
5, XSLP,1.3692,1,1.1858
5, YSEP,0.75178,1,1.5029
5, YFLP,0.60152,1,1.3026
5, YFEP,0.66818,1,1.2858
5, YFNP,0.7518,1,1.1522
5, YSNP,0.65151,1,1.1023
5, YSEP,0.93524,1,1.169
5, XFLP,0.60144,1,1.1858
5, XSEP,0.96868,1,1.3526
5, XFNP,0.51811,1,0.90198
5, YFLP,0.65153,1,1.1858
5, YFNP,0.53487,1,0.95227
5, YFEP,0.55144,1,1.0022
5, XSLP,0.66832,1,1.0857
5, XFEP,0.70165,1,1.0689
5, XSNP,0.7684,1,1.6531
5, YFLP,0.56814,1,0.93532
5, XFEP,0.51807,1,1.1523
5, XFNP,0.5181,1,1.0857
5, XSLP,1.7698,1,1.4696
5, YSEP,0.88535,0,1.2692
5, YFNP,0.58484,1,0.9187
5, XSLP,1.2525,1,1.0188
5, XSEP,1.0521,1,1.3192
5, YSLP,0.73503,1,1.0689
5, YFNP,0.5015,1,1.2691
5, YSNP,0.96862,1,1.3194
5, XFLP,0.685,1,0.90207
5, XFEP,0.61821,1,1.653
5, YSNP,0.83511,1,1.2026
5, XSLP,0.80192,1,0.93538
5, XSEP,1.1524,1,1.3026
6, XFEV,1.7697,1,4.8242
6, YFLV,1.2858,1,0.90207
6, XSNV,1.4192,1,1.1359
6, YSEV,2.7545,1,1.8867
6, YSLV,1.5361,1,0.93588
6, YSNV,2.9381,1,1.1525
6, YSLV,3.4721,1,0.76862
6, XFNV,1.3358,1,1.0023
6, YSEV,2.6878,1,1.1526
6, XFLV,1.3192,1,0.93532
6, YSNV,1.7197,1,1.0355
6, XSEV,3.8392,1,0.71843
6, YFNV,1.8365,1,1.0357
6, YFEV,1.3359,1,1.4361
6, XFLV,3.1049,1,0.85198
6, YSEV,2.187,1,1.2024
6, XFNV,1.1189,1,1.1357
6, XFLV,1.0187,1,1.0022
6, XFNV,0.83527,1,0.95213
6, XFLV,1.1021,1,1.0857
6, YFEV,0.9186,1,0.86864
6, YFNV,1.536,1,0.81868
6, XSEV,1.5361,1,1.0688
6, XSLV,0.98548,1,0.98546
6, YSLV,1.7364,0,0.73521
6, YFNV,2.0033,0,0.91865
6, YSEV,1.5861,1,0.88536
6, YSNV,1.6028,1,0.98548
6, YSLV,1.1689,1,0.80193
6, YFEV,1.8533,1,0.75179
6, XFNV,3.0715,1,1.6196
6, XFLV,1.386,1,0.90208
6, XFEV,2.9046,1,0.88544
6, YSLV,2.3373,1,1.119
6, YSEV,2.0201,1,1.0021
6, YSNV,1.4696,1,1.2525
6, YFEV,1.9534,1,2.1537
6, YFNV,1.0187,1,1.119
6, YFLV,2.3038,1,0.96885
6, XFNV,2.5041,1,0.98537
6, XFLV,1.4027,1,1.3194
6, YSEV,1.052,1,0.88549
6, YSEV,1.92,1,1.0023
6, XFNV,1.2191,1,0.90195
6, XFLV,1.3359,1,0.95208
6, YFEV,2.4206,1,0.80187
6, YSLV,2.1868,1,1.1524
6, YSNV,1.0855,1,1.4027
6, XSNV,1.9034,1,1.0857
6, YSEV,2.2538,1,1.3191
6, YSLV,1.7197,1,2.3373
6, XFEV,2.354,1,0.91873
6, XFNV,1.2356,1,1.3693
6, XFLV,1.6363,1,1.1023
6, YSEV,1.2022,1,1.4862
6, YSLV,1.1021,1,0.66843
6, YSNV,1.4193,1,1.6865
6, XSNV,2.0535,1,1.4026
6, XSEV,1.9534,1,1.5863
6, YFLV,1.2858,1,2.1371
6, YSEP,1.1522,1,0.56845
6, YSNP,1.3025,1,0.6015
6, YFLP,1.4861,1,0.66864
6, XFEP,0.88525,1,0.70193
6, XSNP,1.9366,1,0.60155
6, XSEP,1.1355,1,0.65173
6, YSLP,1.4861,1,0.7351
6, XSNP,1.8199,1,0.55161
6, XSEP,1.1689,1,0.81864
6, YFLP,1.3692,1,0.73521
6, YSNP,1.7864,1,0.68504
6, XSNP,2.2871,1,0.95214
6, YFLP,1.219,1,0.91876
6, YFEP,1.536,1,0.51837
6, XFLP,1.2691,1,0.91875
6, XFEP,1.5528,1,0.7352
6, YSNP,1.7197,1,0.7686
6, YSEP,1.1357,1,1.1357
6, YSLP,1.1356,1,0.68509
6, XFNP,3.255,1,1.019
6, XFEP,1.7531,1,0.75187
6, YSLP,2.4874,1,0.76861
6, XFNP,1.2189,1,2.1203
6, YFEP,0.95203,1,0.6183
6, YSLP,1.87,1,1.1191
6, YFNP,1.4193,1,0.83518
6, XSLP,2.354,1,0.95204
6, YFEP,1.3359,1,0.68513
6, YFNP,1.436,1,1.0022
6, YFEP,1.0521,1,0.78518
6, XSLP,3.205,1,1.3025
6, YFNP,1.1524,1,1.2359
6, XFEP,0.93531,1,0.70173
6, XFLP,2.2537,1,1.0355
6, XFNP,0.86854,1,1.0522
6, YSEP,1.436,1,0.70179
6, YSLP,1.8364,1,1.1024
6, YSNP,1.4026,1,0.78528
6, YSNP,1.4192,1,0.98543
6, YFLP,1.2191,1,0.86888
6, YSEP,1.4193,1,1.9869
6, XSNP,1.3359,1,0.91878
6, XFEP,1.7863,1,0.81865
6, YSLP,1.703,1,0.93558
6, XFLP,1.4361,1,0.83545
6, XSNP,1.8198,1,0.90197
6, YSEP,2.3538,1,0.53486
6, YFLP,3.0381,0,0.90201
6, XFEP,1.703,1,0.51801
6, YFNP,1.0355,1,0.75177
6, XSEP,1.8032,1,0.60149
6, YFLP,2.1368,1,1.0856
6, XSNP,1.5028,1,0.96866
6, XSLP,1.5862,1,0.80186
6, YFEP,2.2537,1,0.71845
6, YSNP,1.5193,1,0.83531
6, YFEP,1.8198,1,0.71843
6, XSNP,1.3525,1,0.76852
6, XFLP,1.3191,1,2.4542
6, XSEV,1.219,1,0.60194
6, XSLV,0.9186,0,0.61838
6, YFNV,0.86853,1,0.70196
6, XSLV,0.85176,1,0.55158
6, YSEV,1.1188,1,0.58493
6, XSNV,1.0855,1,0.70172
6, YSLV,1.1521,1,0.78523
6, YFNV,1.2023,1,0.83524
6, XFEV,0.91855,1,0.51818
6, XFEV,1.0353,1,0.55169
6, YSNV,1.5694,1,0.98554
6, YSLV,1.2356,1,1.9534
6, XFNV,0.73513,1,0.95217
6, YFEV,1.8032,1,0.60157
6, XFLV,1.2691,1,0.7352
6, XFLV,0.75176,1,1.1025
6, YSNV,0.96877,1,0.71833
6, XFEV,1.4861,1,0.6518
6, XFLV,1.4527,1,0.68506
6, YFNV,2.0869,1,0.88541
6, YSEV,0.91866,1,1.0856
6, XFEV,1.0353,1,0.51812
6, YSNV,2.2204,0,0.75184
6, YFLV,1.4861,1,1.0022
6, XSNV,1.4027,1,0.80188
6, XSLV,1.3024,1,0.70181
6, XFEV,1.8033,1,0.55152
6, YSNV,0.95203,1,0.86875
6, XSEV,0.66819,1,0.75187
6, XFLV,1.8866,1,0.81855
6, XSLV,1.3026,1,0.73522
6, YSNV,0.80187,1,0.85187
6, YSEV,1.0021,1,0.75181
6, XSNV,1.7365,1,0.73518
6, XFLV,1.7697,1,0.96878
6, YSEV,1.1857,1,0.6851
6, YFNV,1.4861,1,0.83531
6, YFEV,1.4527,1,0.76845
6, XFLV,1.1189,1,0.60156
6, YFLV,0.75171,1,1.286
6, YFEV,1.0354,1,0.51823
6, YFNV,1.002,1,0.86888
6, XFNV,0.96857,1,0.66827
6, XSEV,1.6362,1,0.60175
6, XSLV,3.0214,1,0.81862
6, XSEV,2.1702,1,0.83539
6, XSNV,1.4193,1,0.91868
6, YFLV,1.1522,1,0.76841
6, XFEV,1.6362,1,0.85193
6, XFLV,1.6196,1,0.83515
6, YFNV,1.2023,1,0.86861
6, YFLV,0.88534,1,0.91876
6, XSNV,1.0188,1,0.93534
6, YSEV,1.2191,1,0.76856
6, YFLV,1.4193,1,0.90208
6, XSNV,2.0536,1,1.1022
6, YFEV,1.7532,1,0.90208
6, XSEV,1.8198,1,0.73504
6, XSNV,1.6864,1,0.86862
6, XSLV,1.4694,1,0.88541
6, YFEP,0.71824,1,0.93577
6, XSLP,1.6362,1,0.93568
6, XFNP,1.7864,1,0.71835
6, XSLP,1.7363,1,0.90201
6, XFNP,1.2525,1,0.78518
6, YSEP,1.703,1,1.0355
6, YFEP,1.9032,1,0.7519
6, XFNP,1.0856,1,0.78528
6, YFLP,1.219,1,1.5698
6, YSEP,1.2024,1,0.66851
6, XFLP,2.3372,1,0.68509
6, YSNP,1.8532,1,0.68511
6, YFEP,2.3038,0,0.61831
6, YFNP,0.76841,1,1.3026
6, YSLP,1.0355,1,0.73519
6, YFNP,1.0521,1,0.71861
6, YSLP,1.5528,1,0.68515
6, XSEP,1.5027,1,0.63501
6, XSLP,1.8198,1,0.81874
6, YSEP,1.6029,1,0.5517
6, XSNP,1.8699,1,0.78525
6, XSNP,1.6196,1,0.93551
6, YSEP,1.2023,1,0.70175
6, YSLP,1.1857,1,0.95209
6, XFEP,1.1021,1,0.58501
6, YFLP,0.95197,1,0.75191
6, XFNP,1.4026,1,0.80204
6, XSEP,1.486,1,0.68502
6, XFLP,1.4694,1,0.75177
6, YFNP,1.5362,1,0.58495
6, YFEP,1.0354,1,0.51825
6, YSLP,0.96866,1,0.53484
6, YFNP,1.3024,1,0.70172
6, YFEP,0.96869,1,0.76853
6, XFLP,0.95201,1,0.63499
6, YFNP,0.96867,1,0.76845
6, XSLP,1.4192,1,0.6685
6, XFNP,1.7531,1,0.65172
6, YSEP,1.1522,1,0.80186
6, XSEP,1.5362,1,0.66826
6, XSNP,2.454,1,0.95207
6, YFLP,1.6029,1,0.83524
6, YFNP,1.4361,1,0.61836
6, YSLP,1.5694,1,0.81871
6, XSEP,1.9199,1,0.70196
6, YFLP,1.3192,1,0.73511
6, XSNP,1.5195,1,0.75182
6, YSEP,1.3525,1,0.83519
6, YFNP,1.0521,1,0.98536
6, YSLP,1.2191,1,0.91867
6, YSEP,1.9199,1,0.76862
6, YFNP,0.91858,1,1.2357
6, YSLP,2.0201,1,0.85202
6, XSEP,2.454,1,0.51817
6, YFEP,1.0355,1,0.81859
6, YSNP,2.7545,1,0.95212
6, YSLP,1.1356,1,0.81869
6, XFEP,1.3359,1,0.6851
6, XFLP,0.85192,1,0.93541
6, XFNP,1.2858,1,0.85186
7, YFEP,1.1356,1,3.2389
7, YFLP,1.2692,1,0.88546
7, YSEP,1.1522,1,1.8205
7, YSLP,1.0855,1,1.9702
7, YSNP,0.98538,1,0.9355
7, YSLP,0.66839,1,0.75199
7, XFEP,1.1022,1,1.1024
7, YSNP,0.96865,1,1.3195
7, YFEP,1.0855,1,0.78536
7, YFNP,1.0855,1,1.2192
7, YSLP,1.169,1,0.78531
7, XFLP,0.92587,1,0.86867
7, XFEP,1.2022,1,0.96884
7, YFNP,1.1857,1,0.75186
7, XFLP,0.73507,1,1.069
7, YSNP,1.4193,0,1.0355
7, YSEP,1.0523,1,2.9882
7, XFNP,0.952,1,0.68525
7, XFEP,1.7531,1,4.5402
7, XFLP,1.1189,1,1.436
7, YFLP,1.219,1,0.73507
7, YSEP,1.2191,1,0.5349
7, XSNP,2.1202,0,0.83545
7, YSEP,1.4693,1,0.86881
7, YFLP,1.653,1,0.91866
7, YFNP,1.4193,1,1.6198
7, YSEP,1.9535,0,2.1204
7, YSLP,1.3527,1,4.4903
7, YFNP,1.5528,1,0.98553
7, XSLP,1.3358,1,1.4361
7, XFEP,1.2358,1,0.51805
7, YFNP,2.0702,0,0.51818
7, XFEP,0.91861,1,1.1358
7, YSLP,1.2357,1,1.8699
7, YSLP,0.91864,1,1.2191
7, YSNP,1.3525,1,2.2872
7, XSEP,3.4387,1,2.3208
7, XFNP,3.7558,0,1.9036
7, YSLP,1.0021,1,2.9381
7, XFEP,1.1356,1,0.91892
7, XSLP,3.0715,1,1.1356
7, YSEP,1.0354,1,0.63497
7, XFEP,1.1189,1,0.78533
7, YFLP,0.53483,1,1.0021
7, YSNP,1.0855,1,0.9689
7, YFEP,1.7197,0,0.76856
7, YFLP,1.269,1,0.73517
7, YFNP,0.75182,1,0.86867
7, YSLP,1.6196,0,0.60161
7, YSEP,1.6029,1,0.902
7, YFLP,1.0856,1,2.3708
7, XFEP,1.2524,1,0.66845
7, YSNP,1.1689,1,1.6031
7, YSNV,1.1689,1,1.2194
7, YSEV,1.1856,0,1.5195
7, XFLV,0.93534,1,1.1861
7, XSNV,1.2525,1,2.0703
7, XFEV,1.1189,1,1.9702
7, XSLV,2.1203,1,0.81854
7, XFNV,1.0855,1,0.76865
7, XSLV,1.2024,1,1.0021
7, XSEV,1.1856,1,1.4195
7, XFNV,1.1522,1,0.85208
7, YFEV,0.98535,1,0.85204
7, XFLV,0.80176,1,1.0358
7, XSEV,0.96878,1,1.0522
7, XSNV,2.0201,1,1.0855
7, YFLV,0.8186,1,0.98551
7, YFLV,0.66833,1,0.78529
7, YFNV,0.85204,0,0.68529
7, YSEV,1.1522,1,0.71853
7, XFEV,2.187,1,0.73518
7, XSNV,0.83514,0,1.1692
7, XFLV,1.1524,1,0.61827
7, XSEV,0.91859,1,0.73519
7, XFNV,1.5194,1,0.70178
7, XFLV,1.2357,1,0.6521
7, YFNV,0.8352,1,1.0021
7, YFEV,1.5361,1,0.90202
7, YFLV,1.0689,1,0.73509
7, YSNV,1.0521,1,0.86876
7, XFLV,0.93535,0,0.93558
7, YSEV,1.2691,1,0.73513
7, YFEV,1.653,1,0.75178
7, XSLV,1.3025,1,0.63505
7, YSNV,1.6196,1,0.66841
7, XSEV,1.6529,1,1.4862
7, YSNV,1.2356,1,0.91874
7, XSLV,1.1355,1,1.1192
7, YFLV,0.78515,1,0.78522
7, XFNV,1.4359,1,1.2192
7, YSEV,1.6196,1,0.80207
7, YFNV,1.7864,1,0.61835
7, XSLV,1.169,1,4.4234
